,Unnamed: 0_x,지점,지점명,일시,평균기온(°C),평균현지기압(hPa),평균해면기압(hPa),평균수증기압(hPa),평균상대습도(%),월합강수량(00~24h만)(mm),평균풍속(m/s),일조율(%),최심적설(cm),평균지면온도(°C),years,month,Unnamed: 0_y,시도,시군구,계약종별,전력량
953,1171,211,인제,2024-09,22.0,991.5,1014.5,21.6,81.0,227.0,1.3,38.86,0.0,25.0,2024,9,1617,강원도,인제군,농사용,3494293
954,1172,211,인제,2024-10,13.8,997.2,1021.2,12.8,82.0,89.5,1.1,31.7,0.0,16.2,2024,10,1797,강원도,인제군,농사용,2948849
955,1173,211,인제,2024-11,7.5,997.9,1022.5,7.8,73.0,24.7,1.3,46.74,0.0,8.8,2024,11,1977,강원도,인제군,농사용,2736426
956,1174,211,인제,2024-12,-1.9,997.7,1023.2,3.3,61.0,5.4,1.5,57.58,0.0,-1.0,2024,12,2157,강원도,인제군,농사용,2361839
957,1175,212,홍천,2015-01,-2.8,1006.9,1024.9,3.3,65.0,7.6,0.9,56.11,0.0,-1.9,2015,1,43,강원도,홍천군,농사용,4260089
958,1176,212,홍천,2015-02,-0.3,1004.5,1022.3,3.7,60.0,12.0,1.2,57.0,0.0,0.0,2015,2,223,강원도,홍천군,농사용,4171520
959,1177,212,홍천,2015-03,5.2,1003.7,1021.1,3.6,43.0,11.0,1.4,71.9,0.0,5.5,2015,3,403,강원도,홍천군,농사용,3885837
960,1178,212,홍천,2015-04,12.1,999.4,1016.3,7.4,58.0,97.0,1.4,52.39,0.0,13.4,2015,4,583,강원도,홍천군,농사용,3839728
961,1179,212,홍천,2015-05,18.7,993.0,1009.3,10.4,53.0,31.0,1.5,66.06,0.0,22.0,2015,5,763,강원도,홍천군,농사용,3558775
962,1180,212,홍천,2015-06,22.8,990.8,1006.9,15.5,60.0,51.7,1.5,58.63,0.0,27.1,2015,6,943,강원도,홍천군,농사용,4242581
963,1181,212,홍천,2015-07,24.8,991.1,1007.0,22.3,73.0,198.6,1.4,39.19,0.0,26.9,2015,7,1123,강원도,홍천군,농사용,4239274
964,1182,212,홍천,2015-08,25.4,992.6,1008.6,23.5,75.0,114.6,1.2,52.09,0.0,27.9,2015,8,1303,강원도,홍천군,농사용,5535796
965,1183,212,홍천,2015-09,19.6,998.4,1014.7,15.1,70.0,42.5,1.1,63.24,0.0,22.5,2015,9,1483,강원도,홍천군,농사용,6140568
966,1184,212,홍천,2015-10,13.1,1001.9,1018.7,10.0,69.0,41.1,1.1,62.7,0.0,14.6,2015,10,1663,강원도,홍천군,농사용,5006587
967,1185,212,홍천,2015-11,7.7,1006.9,1024.2,8.7,81.0,116.8,0.9,31.4,0.0,8.8,2015,11,1843,강원도,홍천군,농사용,6194282
968,1186,212,홍천,2015-12,-0.1,1008.1,1026.0,4.4,71.0,16.1,0.9,48.64,0.0,0.6,2015,12,2023,강원도,홍천군,농사용,3959043
969,1187,212,홍천,2016-01,-4.7,1007.4,1025.6,2.6,56.0,0.1,1.0,61.29,0.0,-3.6,2016,1,115,강원도,홍천군,농사용,4286601
970,1188,212,홍천,2016-02,-1.1,1006.4,1024.3,3.3,56.0,35.4,1.2,59.45,0.0,-0.2,2016,2,295,강원도,홍천군,농사용,4535959
971,1189,212,홍천,2016-03,5.8,1004.2,1021.6,4.6,52.0,39.7,1.2,61.72,0.0,7.0,2016,3,475,강원도,홍천군,농사용,4416875
972,1190,212,홍천,2016-04,13.8,996.7,1013.4,7.6,53.0,76.0,1.5,57.96,0.0,16.0,2016,4,655,강원도,홍천군,농사용,4117529
973,1191,212,홍천,2016-05,18.7,995.0,1011.4,11.2,58.0,98.6,1.5,63.34,0.0,21.8,2016,5,835,강원도,홍천군,농사용,3744553
974,1192,212,홍천,2016-06,23.1,991.5,1007.5,17.3,65.0,54.5,1.3,56.21,0.0,27.5,2016,6,1015,강원도,홍천군,농사용,4225687
975,1193,212,홍천,2016-07,25.3,992.1,1008.0,25.0,80.0,429.4,1.2,36.19,0.0,27.0,2016,7,1195,강원도,홍천군,농사용,4405482
976,1194,212,홍천,2016-08,26.6,990.1,1006.0,23.9,72.0,38.5,1.3,53.87,0.0,30.8,2016,8,1375,강원도,홍천군,농사용,6022487
977,1195,212,홍천,2016-09,21.0,997.7,1013.9,18.8,78.0,61.4,1.1,46.97,0.0,22.8,2016,9,1555,강원도,홍천군,농사용,6752242
978,1196,212,홍천,2016-10,14.3,1003.0,1019.7,12.5,77.0,69.6,1.0,46.39,0.0,15.7,2016,10,1735,강원도,홍천군,농사용,5132770
979,1197,212,홍천,2016-11,5.1,1006.1,1023.5,6.1,67.0,9.9,0.9,51.05,0.0,5.4,2016,11,1915,강원도,홍천군,농사용,6017306
980,1198,212,홍천,2016-12,-0.5,1007.5,1025.2,4.4,72.0,54.8,0.8,45.66,0.0,0.5,2016,12,2095,강원도,홍천군,농사용,4286926
981,1199,212,홍천,2017-01,-3.7,1007.7,1025.6,3.1,62.0,10.5,0.9,62.15,0.0,-1.7,2017,1,7,강원도,홍천군,농사용,4594576
982,1200,212,홍천,2017-02,-1.6,1005.5,1023.3,3.1,57.0,7.8,1.1,68.48,0.0,-0.2,2017,2,187,강원도,홍천군,농사용,4979450
983,1201,212,홍천,2017-03,4.7,1002.2,1019.5,4.2,53.0,18.8,1.2,58.7,0.0,6.1,2017,3,367,강원도,홍천군,농사용,4608075
984,1202,212,홍천,2017-04,13.1,996.0,1012.6,7.0,51.0,48.6,1.5,66.76,0.0,15.3,2017,4,547,강원도,홍천군,농사용,4425264
985,1203,212,홍천,2017-05,18.5,995.5,1011.7,10.5,54.0,22.8,1.5,64.98,0.0,23.6,2017,5,727,강원도,홍천군,농사용,4299453
986,1204,212,홍천,2017-06,22.3,992.1,1008.1,14.2,57.0,41.3,1.5,61.9,0.0,28.1,2017,6,907,강원도,홍천군,농사용,4877694
987,1205,212,홍천,2017-07,26.1,991.7,1007.4,27.1,83.0,578.4,1.1,29.41,0.0,28.1,2017,7,1087,강원도,홍천군,농사용,5095685
988,1206,212,홍천,2017-08,24.4,992.0,1007.8,23.7,80.0,326.1,1.2,40.17,0.0,26.3,2017,8,1267,강원도,홍천군,농사용,6034973
989,1207,212,홍천,2017-09,19.1,997.3,1013.5,16.9,78.0,50.4,1.1,57.53,0.0,21.8,2017,9,1447,강원도,홍천군,농사용,6371728
990,1208,212,홍천,2017-10,13.3,1004.7,1021.4,11.7,76.0,40.0,1.0,53.73,0.0,15.2,2017,10,1627,강원도,홍천군,농사용,5299612
991,1209,212,홍천,2017-11,3.4,1005.6,1023.1,5.4,66.0,27.3,1.0,58.97,0.0,4.0,2017,11,1807,강원도,홍천군,농사용,6507570
992,1210,212,홍천,2017-12,-4.3,1008.0,1026.1,3.1,66.0,20.2,1.1,60.13,0.0,-2.7,2017,12,1987,강원도,홍천군,농사용,4716395
993,1211,212,홍천,2018-01,-6.1,1006.4,1024.5,2.6,61.0,3.7,1.0,63.02,0.0,-3.4,2018,1,151,강원도,홍천군,농사용,5208565
994,1212,212,홍천,2018-02,-3.6,1005.7,1023.6,2.5,53.0,24.6,1.2,65.85,0.0,-2.6,2018,2,331,강원도,홍천군,농사용,5637055
995,1213,212,홍천,2018-03,6.8,1003.5,1020.6,6.1,62.0,42.8,1.4,56.11,0.0,7.1,2018,3,511,강원도,홍천군,농사용,5023473
996,1214,212,홍천,2018-04,12.0,999.0,1015.8,8.0,61.0,143.8,1.5,54.82,0.0,14.0,2018,4,691,강원도,홍천군,농사용,4699267
997,1215,212,홍천,2018-05,17.1,995.2,1011.5,13.0,69.0,268.6,1.4,55.11,0.0,20.1,2018,5,871,강원도,홍천군,농사용,4345966
998,1216,212,홍천,2018-06,22.6,991.7,1007.7,16.8,64.0,101.4,1.5,57.81,0.0,28.3,2018,6,1051,강원도,홍천군,농사용,5105250
999,1217,212,홍천,2018-07,26.6,993.2,1008.9,25.1,74.0,204.5,1.4,56.22,0.0,31.2,2018,7,1231,강원도,홍천군,농사용,5470173
1000,1218,212,홍천,2018-08,27.2,991.7,1007.4,25.3,73.0,300.6,1.4,55.61,0.0,31.3,2018,8,1411,강원도,홍천군,농사용,8114612
1001,1219,212,홍천,2018-09,19.2,997.6,1013.8,16.3,75.0,77.0,1.1,53.66,0.0,21.8,2018,9,1591,강원도,홍천군,농사용,7763724
1002,1220,212,홍천,2018-10,10.2,1002.5,1019.4,9.4,77.0,110.0,1.0,55.31,0.0,12.2,2018,10,1771,강원도,홍천군,농사용,6150036
1003,1221,212,홍천,2018-11,5.2,1006.8,1024.1,6.6,75.0,55.5,0.8,46.17,0.0,5.7,2018,11,1951,강원도,홍천군,농사용,7238804
1004,1222,212,홍천,2018-12,-3.0,1009.9,1027.9,3.3,63.0,16.1,0.9,59.16,0.0,-1.9,2018,12,2131,강원도,홍천군,농사용,5369443
1005,1223,212,홍천,2019-01,-3.5,1008.4,1026.4,2.6,56.0,0.0,1.0,70.26,0.0,-3.1,2019,1,61,강원도,홍천군,농사용,5865496
1006,1224,212,홍천,2019-02,-0.1,1006.7,1024.4,3.5,59.0,20.0,1.0,63.98,0.0,0.6,2019,2,241,강원도,홍천군,농사용,6031356
1007,1225,212,홍천,2019-03,5.7,999.9,1017.1,5.2,60.0,38.5,1.3,50.2,0.0,6.1,2019,3,421,강원도,홍천군,농사용,5491397
1008,1226,212,홍천,2019-04,11.1,998.3,1015.1,7.5,59.0,58.1,1.4,49.96,0.0,12.8,2019,4,601,강원도,홍천군,농사용,5458837
1009,1227,212,홍천,2019-05,18.7,995.2,1011.4,10.8,54.0,15.0,1.5,67.08,0.0,23.2,2019,5,781,강원도,홍천군,농사용,5084188
1010,1228,212,홍천,2019-06,21.9,991.1,1007.1,17.1,68.0,65.6,1.3,52.91,0.0,26.7,2019,6,961,강원도,홍천군,농사용,5611346
1011,1229,212,홍천,2019-07,25.3,990.4,1006.2,23.7,74.0,198.6,1.2,30.74,0.0,28.3,2019,7,1141,강원도,홍천군,농사용,5845032
1012,1230,212,홍천,2019-08,26.1,991.1,1006.9,25.2,76.0,215.1,1.2,54.5,0.0,28.0,2019,8,1321,강원도,홍천군,농사용,7458013
1013,1231,212,홍천,2019-09,21.0,999.1,1015.3,19.3,79.0,136.7,1.1,34.51,0.0,23.0,2019,9,1501,강원도,홍천군,농사용,8718551
1014,1232,212,홍천,2019-10,14.1,1002.8,1019.4,12.5,78.0,57.0,0.9,47.17,0.0,15.9,2019,10,1681,강원도,홍천군,농사용,6794795
1015,1233,212,홍천,2019-11,5.6,1005.8,1023.1,6.7,73.0,56.9,0.9,52.59,0.0,6.6,2019,11,1861,강원도,홍천군,농사용,7729901
1016,1234,212,홍천,2019-12,-0.2,1008.2,1026.0,4.4,72.0,9.9,0.9,44.29,0.0,0.5,2019,12,2041,강원도,홍천군,농사용,5724319
1017,1235,212,홍천,2020-01,-0.2,1006.2,1023.9,4.2,70.0,61.1,0.9,52.12,0.0,-0.2,2020,1,97,강원도,홍천군,농사용,5888156
1018,1236,212,홍천,2020-02,1.2,1007.2,1024.9,4.6,67.0,45.0,1.1,54.68,0.0,2.5,2020,2,277,강원도,홍천군,농사용,6156159
1019,1237,212,홍천,2020-03,6.8,1000.2,1017.3,5.2,56.0,17.0,1.4,64.23,0.0,7.9,2020,3,457,강원도,홍천군,농사용,5872950
1020,1238,212,홍천,2020-04,10.1,999.9,1016.8,6.0,51.0,14.2,1.7,64.23,0.0,13.5,2020,4,637,강원도,홍천군,농사용,5779926
1021,1239,212,홍천,2020-05,17.2,994.0,1010.3,13.0,70.0,105.0,1.2,41.98,0.0,20.4,2020,5,817,강원도,홍천군,농사용,5486065
1022,1240,212,홍천,2020-06,23.2,990.1,1006.0,18.6,68.0,90.1,1.3,48.18,0.0,27.5,2020,6,997,강원도,홍천군,농사용,5854437
1023,1241,212,홍천,2020-07,22.8,991.2,1007.1,21.3,78.0,213.9,1.1,28.97,0.0,25.6,2020,7,1177,강원도,홍천군,농사용,6162015
1024,1242,212,홍천,2020-08,25.5,993.0,1008.8,27.3,85.0,744.8,1.1,20.99,0.0,27.0,2020,8,1357,강원도,홍천군,농사용,7104009
1025,1243,212,홍천,2020-09,18.9,996.3,1012.6,17.0,79.0,136.3,1.2,38.08,0.0,21.6,2020,9,1537,강원도,홍천군,농사용,8938407
1026,1244,212,홍천,2020-10,11.2,1004.5,1021.5,9.5,73.0,1.7,0.9,56.63,0.0,14.9,2020,10,1717,강원도,홍천군,농사용,6871030
1027,1245,212,홍천,2020-11,5.6,1008.2,1025.6,6.4,68.0,50.6,1.0,51.64,0.0,6.8,2020,11,1897,강원도,홍천군,농사용,7419863
1028,1246,212,홍천,2020-12,-3.3,1009.3,1027.3,3.3,66.0,6.1,0.9,56.55,0.0,-0.8,2020,12,2077,강원도,홍천군,농사용,6236525
1029,1247,212,홍천,2021-01,-4.8,1007.5,1025.6,3.2,66.0,16.0,1.0,53.55,0.0,-2.7,2021,1,25,강원도,홍천군,농사용,7112008
1030,1248,212,홍천,2021-02,1.1,1004.1,1021.7,3.8,55.0,4.3,1.3,64.66,0.0,1.3,2021,2,205,강원도,홍천군,농사용,7062037
1031,1249,212,홍천,2021-03,7.4,1003.0,1020.1,6.2,64.0,111.1,1.2,54.18,0.0,8.1,2021,3,385,강원도,홍천군,농사용,6266313
1032,1250,212,홍천,2021-04,12.4,1001.9,1018.7,7.6,57.0,100.1,1.4,53.59,0.0,14.9,2021,4,565,강원도,홍천군,농사용,5912384
1033,1251,212,홍천,2021-05,15.6,992.9,1009.3,12.4,72.0,175.0,1.3,41.85,0.0,18.0,2021,5,745,강원도,홍천군,농사용,5660140
1034,1252,212,홍천,2021-06,21.4,992.0,1008.1,18.2,74.0,67.2,1.2,41.04,0.0,24.7,2021,6,925,강원도,홍천군,농사용,5958185
1035,1253,212,홍천,2021-07,26.3,992.7,1008.5,25.0,75.0,105.6,1.2,49.18,0.0,30.4,2021,7,1105,강원도,홍천군,농사용,6710543
1036,1254,212,홍천,2021-08,24.0,993.3,1009.2,23.3,79.0,152.9,1.2,31.29,0.0,27.0,2021,8,1285,강원도,홍천군,농사용,9538251
1037,1255,212,홍천,2021-09,20.4,998.2,1014.4,17.9,77.0,122.7,1.1,45.12,0.0,23.1,2021,9,1465,강원도,홍천군,농사용,10348619
1038,1256,212,홍천,2021-10,13.1,1005.4,1022.2,12.6,80.0,41.2,0.7,36.28,0.0,14.9,2021,10,1645,강원도,홍천군,농사용,8961724
1039,1257,212,홍천,2021-11,5.7,1003.1,1020.3,6.7,72.0,50.7,0.9,40.67,0.0,5.2,2021,11,1825,강원도,홍천군,농사용,8855212
1040,1258,212,홍천,2021-12,-1.6,1008.0,1025.8,3.9,68.0,3.5,0.9,39.44,0.0,-2.0,2021,12,2005,강원도,홍천군,농사용,6621352
1041,1259,212,홍천,2022-01,-4.5,1007.9,1025.9,2.8,64.0,3.1,0.6,47.05,0.0,-4.7,2022,1,133,강원도,홍천군,농사용,7423994
1042,1260,212,홍천,2022-02,-2.9,1008.3,1026.2,2.6,53.0,5.9,1.2,57.2,0.0,-1.7,2022,2,313,강원도,홍천군,농사용,7570681
1043,1261,212,홍천,2022-03,6.1,1000.8,1018.0,6.0,63.0,83.8,1.1,44.32,0.0,6.5,2022,3,493,강원도,홍천군,농사용,6949831
1044,1262,212,홍천,2022-04,13.2,1000.6,1017.3,7.8,54.0,45.7,1.3,63.43,0.0,16.6,2022,4,673,강원도,홍천군,농사용,6683533
1045,1263,212,홍천,2022-05,17.1,996.0,1012.4,10.6,57.0,10.9,1.3,59.93,0.0,22.7,2022,5,853,강원도,홍천군,농사용,6035827
1046,1264,212,홍천,2022-06,21.9,991.6,1007.6,18.8,72.0,301.0,1.3,33.08,0.0,25.0,2022,6,1033,강원도,홍천군,농사용,6816333
1047,1265,212,홍천,2022-07,25.5,990.3,1006.1,25.7,80.0,226.8,1.0,33.36,0.0,28.1,2022,7,1213,강원도,홍천군,농사용,7239116
1048,1266,212,홍천,2022-08,24.3,991.5,1007.3,25.3,83.0,595.4,0.9,24.85,0.0,26.8,2022,8,1393,강원도,홍천군,농사용,9084094
1049,1267,212,홍천,2022-09,19.5,998.2,1014.4,17.3,77.0,242.9,1.0,43.96,0.0,23.0,2022,9,1573,강원도,홍천군,농사용,9842433
1050,1268,212,홍천,2022-10,11.9,1005.7,1022.6,10.9,78.0,143.1,0.8,40.67,0.0,14.4,2022,10,1753,강원도,홍천군,농사용,7715808
1051,1269,212,홍천,2022-11,6.8,1005.2,1022.4,7.3,74.0,41.5,0.7,45.28,0.0,7.0,2022,11,1933,강원도,홍천군,농사용,7974478
1052,1270,212,홍천,2022-12,-5.5,1007.9,1026.0,2.8,68.0,7.6,0.9,40.81,0.0,-2.4,2022,12,2113,강원도,홍천군,농사용,6793288
1053,1271,212,홍천,2023-01,-4.4,1007.8,1025.8,3.4,72.0,49.9,0.7,45.09,0.0,-1.9,2023,1,79,강원도,홍천군,농사용,7776386
1054,1272,212,홍천,2023-02,0.2,1008.8,1026.6,3.8,63.0,1.0,0.7,52.0,0.0,0.9,2023,2,259,강원도,홍천군,농사용,7667161
1055,1273,212,홍천,2023-03,8.0,1003.5,1020.7,5.3,52.0,8.9,1.0,61.48,0.0,9.0,2023,3,439,강원도,홍천군,농사용,6512484
1056,1274,212,홍천,2023-04,12.4,998.4,1015.2,8.2,60.0,59.8,1.1,42.44,0.0,14.1,2023,4,619,강원도,홍천군,농사용,6261533
1057,1275,212,홍천,2023-05,17.7,997.2,1013.6,12.4,64.0,135.0,1.1,53.49,0.0,21.9,2023,5,799,강원도,홍천군,농사용,5951519
1058,1276,212,홍천,2023-06,22.3,991.2,1007.1,19.0,73.0,164.9,1.1,47.82,0.0,26.1,2023,6,979,강원도,홍천군,농사용,6656159
1059,1277,212,홍천,2023-07,25.5,991.9,1007.7,26.4,83.0,452.0,0.9,33.55,0.0,27.4,2023,7,1159,강원도,홍천군,농사용,7160473
1060,1278,212,홍천,2023-08,25.7,990.4,1006.1,25.9,80.0,144.6,1.0,40.78,0.0,28.8,2023,8,1339,강원도,홍천군,농사용,9606622
1061,1279,212,홍천,2023-09,21.5,997.7,1013.9,20.6,82.0,154.0,0.8,38.56,0.0,24.2,2023,9,1519,강원도,홍천군,농사용,10582779
1062,1280,212,홍천,2023-10,12.3,1003.0,1019.8,11.2,80.0,35.3,0.7,42.01,0.0,15.1,2023,10,1699,강원도,홍천군,농사용,8178073
1063,1281,212,홍천,2023-11,4.9,1004.8,1022.2,6.7,69.0,89.9,1.0,42.93,0.0,5.7,2023,11,1879,강원도,홍천군,농사용,8232227
1064,1282,212,홍천,2023-12,-1.1,1008.1,1025.9,4.7,74.0,97.1,0.8,35.92,0.0,-0.1,2023,12,2059,강원도,홍천군,농사용,6786209
1065,1283,212,홍천,2024-01,-2.2,1008.4,1026.3,3.9,72.0,11.6,0.7,38.13,0.0,-1.3,2024,1,169,강원도,홍천군,농사용,7196494
1066,1284,212,홍천,2024-02,2.0,1008.0,1025.6,5.4,76.0,71.0,0.7,28.76,0.0,2.6,2024,2,349,강원도,홍천군,농사용,7316079
1067,1285,212,홍천,2024-03,5.3,1001.5,1018.8,5.2,60.0,35.0,1.0,47.62,0.0,6.4,2024,3,529,강원도,홍천군,농사용,6660404
1068,1286,212,홍천,2024-04,14.8,997.9,1014.4,9.5,60.0,38.3,1.1,48.76,0.0,16.2,2024,4,709,강원도,홍천군,농사용,6404419
1069,1287,212,홍천,2024-05,17.1,997.0,1013.4,12.2,66.0,99.5,1.1,56.89,0.0,21.2,2024,5,889,강원도,홍천군,농사용,6034315
1070,1288,212,홍천,2024-06,22.8,991.8,1007.8,17.9,68.0,135.9,1.1,59.85,0.0,27.6,2024,6,1069,강원도,홍천군,농사용,6642443
1071,1289,212,홍천,2024-07,25.6,991.0,1006.8,26.7,83.0,423.2,1.0,24.76,0.0,26.9,2024,7,1249,강원도,홍천군,농사용,7206201
1072,1290,212,홍천,2024-08,27.5,992.0,1007.7,27.9,78.0,106.9,1.0,51.33,0.0,30.6,2024,8,1429,강원도,홍천군,농사용,9832486
1073,1291,212,홍천,2024-09,23.1,998.1,1014.1,22.4,80.0,171.4,0.9,39.33,0.0,25.8,2024,9,1609,강원도,홍천군,농사용,11281467
1074,1292,212,홍천,2024-10,14.1,1004.4,1021.1,12.9,81.0,106.2,0.7,32.96,0.0,16.7,2024,10,1789,강원도,홍천군,농사용,8612924
1075,1293,212,홍천,2024-11,7.2,1005.6,1022.9,7.8,75.0,43.3,0.6,45.85,0.0,7.9,2024,11,1969,강원도,홍천군,농사용,8308319
1076,1294,212,홍천,2024-12,-1.9,1006.4,1024.2,3.4,65.0,2.4,0.8,46.63,0.0,-1.8,2024,12,2149,강원도,홍천군,농사용,6775750
